user,event,invited,timestamp,interested,not_interested
567820539,2814227130,0,2012-07-19 13:12:15.104000+00:00,0,0
567820539,2056583312,0,2012-07-19 13:12:15.104000+00:00,0,0
567820539,1522201351,0,2012-07-19 13:12:15.104000+00:00,0,0
567820539,3745079581,0,2012-09-10 18:50:55.388000+00:00,0,0
567820539,1717235731,0,2012-08-16 12:09:19.487000+00:00,1,0
567820539,1494095468,0,2012-09-10 18:50:55.388000+00:00,0,0
567820539,1866219535,0,2012-08-16 12:09:19.487000+00:00,0,0
567820539,1658604508,0,2012-09-10 18:50:55.388000+00:00,0,0
567820539,495818697,0,2012-07-19 13:12:15.104000+00:00,0,0
567820539,16158771,0,2012-09-10 18:50:55.388000+00:00,0,0
567820539,1342732412,0,2012-09-10 18:50:55.388000+00:00,1,0
567820539,4110062919,0,2012-08-16 12:09:19.487000+00:00,0,0
567820539,3610133881,0,2012-08-16 12:09:19.487000+00:00,0,0
567820539,3979329642,0,2012-08-16 12:09:19.487000+00:00,0,0
567820539,1379185675,0,2012-09-10 18:50:55.388000+00:00,0,0
567820539,2485000087,0,2012-07-19 13:12:15.104000+00:00,1,0
568409249,1600413013,0,2012-10-01 13:03:57.877000+00:00,1,0
568409249,2529072432,0,2012-10-01 13:03:57.877000+00:00,0,0
568409249,52246840,0,2012-10-01 13:03:57.877000+00:00,0,0
568409249,221202458,0,2012-10-01 13:03:57.877000+00:00,0,0
568409249,705007381,0,2012-10-01 13:03:57.877000+00:00,0,0
568409249,955398943,0,2012-10-01 13:03:57.877000+00:00,0,0
569536605,3920286067,0,2012-10-28 02:53:36.384000+00:00,0,0
569536605,3554433899,0,2012-10-28 02:53:36.384000+00:00,0,0
569536605,353933726,0,2012-10-28 02:53:36.384000+00:00,0,0
569536605,4253986436,0,2012-10-28 02:53:36.384000+00:00,1,0
569536605,1488068589,0,2012-10-28 02:56:46.808000+00:00,1,0
569536605,2325542576,0,2012-10-28 02:53:38.876000+00:00,1,0
569536605,3807386691,0,2012-10-28 02:53:36.384000+00:00,0,0
569536605,1639958590,0,2012-10-28 02:53:40.912000+00:00,1,0
569826712,3802870894,0,2012-10-03 06:14:04.503000+00:00,0,0
569826712,1390707377,0,2012-10-03 06:14:04.503000+00:00,0,0
569826712,955398943,0,2012-10-03 06:14:04.503000+00:00,0,0
569826712,1532377761,0,2012-10-03 06:14:04.503000+00:00,0,0
569826712,3632072502,0,2012-10-03 06:14:04.503000+00:00,0,0
569826712,2529072432,0,2012-10-03 06:14:04.503000+00:00,1,0
570405433,2013891492,0,2012-11-05 08:21:22.852000+00:00,1,0
570405433,2928192183,0,2012-11-05 08:21:22.852000+00:00,0,0
570405433,2955430444,0,2012-11-05 08:21:22.852000+00:00,0,0
570405433,1621617792,0,2012-11-05 08:21:22.852000+00:00,0,0
570405433,3598138867,0,2012-11-05 08:21:22.852000+00:00,0,0
570405433,3459360961,0,2012-11-05 08:21:22.852000+00:00,0,0
570405433,2321862754,0,2012-11-05 08:21:35.003000+00:00,1,0
571210795,1409394408,0,2012-10-30 00:45:43.604000+00:00,1,0
571210795,4198728308,0,2012-10-30 00:45:41.535000+00:00,1,0
571210795,4253071998,0,2012-10-30 00:45:41.535000+00:00,0,0
571210795,2877011901,0,2012-10-30 00:45:41.535000+00:00,0,0
571210795,2751935691,0,2012-10-30 00:45:41.535000+00:00,0,0
571210795,3390105219,0,2012-10-30 00:45:41.535000+00:00,0,0
571415268,1594153489,0,2012-10-27 00:41:11.693000+00:00,0,0
571415268,3786887622,0,2012-10-27 00:41:11.693000+00:00,0,0
571415268,1639958590,0,2012-10-27 00:41:11.693000+00:00,0,0
571415268,926605391,0,2012-10-27 00:41:11.693000+00:00,0,0
571415268,1782440994,0,2012-10-27 00:43:01.680000+00:00,1,0
571415268,2970567256,0,2012-10-27 00:41:11.693000+00:00,1,0
576776993,3047905054,0,2012-09-29 19:31:48.179000+00:00,0,0
576776993,1635258225,0,2012-09-29 19:31:33.460000+00:00,0,1
576776993,3874696273,0,2012-09-29 19:31:48.179000+00:00,1,0
576776993,3417435200,0,2012-09-29 19:33:01.346000+00:00,1,0
576776993,1241297311,0,2012-09-29 19:32:33.191000+00:00,0,1
576776993,1945950450,0,2012-09-29 19:31:48.179000+00:00,0,0
576776993,650289472,0,2012-09-29 19:31:48.179000+00:00,0,0
576776993,1700190474,0,2012-09-29 19:31:48.179000+00:00,0,0
576776993,3614645299,0,2012-09-29 19:31:48.179000+00:00,0,0
576776993,1204268586,0,2012-09-29 19:31:50.264000+00:00,1,0
580008340,2007279414,0,2012-11-01 08:13:17.391000+00:00,0,0
580008340,1269035551,0,2012-11-01 08:13:17.391000+00:00,0,0
580008340,268233790,0,2012-11-01 08:13:17.391000+00:00,0,0
580008340,3776957253,0,2012-11-01 08:13:17.391000+00:00,0,0
580008340,952519340,0,2012-11-01 08:13:17.391000+00:00,1,0
581584739,2149464820,0,2012-10-31 05:13:23+00:00,0,0
581584739,1203717384,0,2012-10-31 05:13:23+00:00,0,0
581584739,1269035551,0,2012-10-31 05:13:23+00:00,0,0
581584739,2007279414,0,2012-10-31 05:13:23+00:00,0,0
581584739,1076364848,0,2012-10-31 05:13:23+00:00,0,0
581584739,1844176380,0,2012-10-31 05:13:23+00:00,1,0
584188387,1605098821,0,2012-11-27 12:26:35.900000+00:00,1,0
584188387,2839112015,0,2012-11-27 12:25:06.699000+00:00,0,0
584188387,1726708048,0,2012-11-27 12:26:04.702000+00:00,1,0
584188387,150342414,0,2012-11-27 12:25:06.699000+00:00,0,0
584188387,3756962861,0,2012-11-27 12:25:06.699000+00:00,0,0
584188387,887203538,0,2012-11-27 12:25:06.699000+00:00,1,0
584188387,2105535604,0,2012-11-27 12:25:06.699000+00:00,0,0
584188387,1392191159,0,2012-11-27 12:25:06.699000+00:00,0,0
588924229,1426337764,0,2012-10-25 22:37:36.166000+00:00,1,0
588924229,3161734222,0,2012-10-25 22:37:26.091000+00:00,1,0
588924229,3331152144,0,2012-10-25 22:37:26.091000+00:00,0,0
588924229,13620896,0,2012-10-25 22:37:26.091000+00:00,0,0
588924229,1702662479,0,2012-10-25 22:37:26.091000+00:00,0,0
588924229,2153037761,0,2012-10-25 22:37:26.091000+00:00,0,0
588924229,3982727529,0,2012-10-25 22:39:22.923000+00:00,1,0
589091561,4095661412,0,2012-11-17 12:19:15.566000+00:00,0,0
589091561,2959420950,0,2012-11-17 12:19:15.566000+00:00,0,0
589091561,2096532900,0,2012-11-17 12:19:15.566000+00:00,1,0
589091561,1722395054,0,2012-11-17 12:19:15.566000+00:00,0,0
589091561,2287299654,0,2012-11-17 12:19:15.566000+00:00,0,0
589091561,3819556308,0,2012-11-17 12:19:15.566000+00:00,0,0
589199943,1367504809,0,2012-10-01 03:06:37.066000+00:00,0,0
589199943,955398943,0,2012-10-01 03:06:37.066000+00:00,0,0
589199943,1333696176,0,2012-10-01 03:06:37.066000+00:00,0,0
589199943,2529072432,0,2012-10-01 03:06:37.066000+00:00,0,0
589199943,719337372,0,2012-10-01 03:06:37.066000+00:00,1,0
589199943,1804104579,0,2012-10-01 03:06:37.066000+00:00,0,0
591781953,1584496408,0,2012-11-22 16:09:06.142000+00:00,0,0
591781953,3362121781,0,2012-11-22 16:09:06.142000+00:00,0,0
591781953,812516824,0,2012-11-22 16:09:06.142000+00:00,0,0
591781953,74229557,0,2012-11-22 16:09:06.142000+00:00,1,0
591781953,1983888102,0,2012-11-22 16:09:06.142000+00:00,0,0
593799836,2695471827,0,2012-09-28 15:09:31.245000+00:00,1,0
593799836,3458190779,0,2012-09-28 15:09:31.245000+00:00,0,0
593799836,2324717272,0,2012-09-28 15:09:31.245000+00:00,0,0
593799836,3703433044,0,2012-09-28 15:09:31.245000+00:00,0,0
593799836,3545922494,0,2012-09-28 15:09:31.245000+00:00,0,0
593799836,2981257562,0,2012-09-28 15:09:31.245000+00:00,0,0
596044827,4102873083,0,2012-07-14 18:44:59.492000+00:00,0,0
596044827,2600301494,0,2012-07-14 18:44:59.492000+00:00,0,0
596044827,3547892636,0,2012-07-14 18:44:59.492000+00:00,0,0
596044827,347682208,0,2012-07-14 18:44:59.492000+00:00,1,0
596044827,1631256136,0,2012-07-14 18:44:59.492000+00:00,0,0
599144899,3632072502,0,2012-10-04 18:10:16.507000+00:00,0,0
599144899,1968146304,0,2012-10-04 18:10:16.507000+00:00,0,0
599144899,2529072432,0,2012-10-04 18:10:16.507000+00:00,0,0
599144899,1532377761,0,2012-10-04 18:10:16.507000+00:00,1,0
599144899,4260484947,0,2012-10-04 18:10:16.507000+00:00,0,0
599144899,955398943,0,2012-10-04 18:10:08.967000+00:00,0,1
599144899,1390707377,0,2012-10-04 18:10:16.507000+00:00,0,0
601094182,3171398290,0,2012-11-06 05:42:08.607000+00:00,1,0
601094182,1463875601,0,2012-11-06 05:41:25.274000+00:00,1,0
601094182,1327762804,0,2012-11-06 05:41:13.532000+00:00,0,0
601094182,4243222986,0,2012-11-06 05:41:13.532000+00:00,0,0
601094182,1369355865,0,2012-11-06 05:41:13.532000+00:00,0,0
601094182,2589273566,0,2012-11-06 05:41:13.532000+00:00,1,0
601094182,1206345604,0,2012-11-06 05:41:13.532000+00:00,0,0
601094182,331425180,0,2012-11-06 05:41:13.532000+00:00,0,0
602317951,308894612,0,2012-11-18 16:14:50.948000+00:00,0,0
602317951,1399695501,0,2012-11-18 16:14:50.948000+00:00,0,0
602317951,3374451878,0,2012-11-18 16:14:50.948000+00:00,0,0
602317951,743289246,0,2012-11-18 16:14:50.948000+00:00,1,0
602317951,720977622,0,2012-11-18 16:14:50.948000+00:00,0,0
602317951,2054614790,0,2012-11-18 16:14:50.948000+00:00,0,0
602551909,1465929077,0,2012-11-04 08:37:06.806000+00:00,0,0
602551909,810618772,0,2012-11-04 08:37:06.806000+00:00,0,0
602551909,1548058369,0,2012-11-04 08:37:06.806000+00:00,0,0
602551909,1076364848,0,2012-11-04 08:37:06.806000+00:00,1,0
602551909,2445964998,0,2012-11-04 08:37:06.806000+00:00,0,0
602551909,2729267396,0,2012-11-04 08:37:06.806000+00:00,0,0
603763318,612824362,0,2012-11-10 14:12:15.194000+00:00,0,0
603763318,1942387906,0,2012-11-10 14:12:15.194000+00:00,0,0
603763318,639862177,0,2012-11-10 14:12:15.194000+00:00,1,0
603763318,3816284328,0,2012-11-10 14:12:15.194000+00:00,0,0
603763318,2100455540,0,2012-11-10 14:12:15.194000+00:00,0,0
604530209,771676713,0,2012-10-29 05:37:57.586000+00:00,1,0
604530209,2286155514,0,2012-10-29 05:37:57.540000+00:00,0,0
604530209,1361307272,0,2012-10-29 05:37:57.605000+00:00,1,0
604530209,955398943,0,2012-10-29 05:37:57.540000+00:00,1,0
604530209,642644408,0,2012-10-29 05:37:57.540000+00:00,0,0
604530209,843570927,0,2012-10-29 05:37:57.540000+00:00,0,0
604530209,3612493798,0,2012-10-29 05:37:57.540000+00:00,0,0
604530209,2529072432,0,2012-10-29 05:37:57.554000+00:00,1,0
604530209,3276213471,0,2012-10-29 05:37:57.540000+00:00,0,0
605378672,867618575,0,2012-10-30 16:06:52.980000+00:00,0,0
605378672,1750407174,0,2012-10-30 16:06:52.980000+00:00,0,0
605378672,2704232594,0,2012-10-30 16:06:52.980000+00:00,0,0
605378672,2309311781,0,2012-10-30 16:06:52.980000+00:00,0,0
605378672,2923175068,0,2012-10-30 16:06:52.980000+00:00,0,0
605378672,2168006553,0,2012-10-30 16:06:52.980000+00:00,1,0
605903903,955398943,0,2012-10-02 12:37:48.319000+00:00,1,0
605903903,30650936,0,2012-10-02 12:37:48.319000+00:00,0,0
605903903,2529072432,0,2012-10-02 12:37:48.319000+00:00,0,0
605903903,1532377761,0,2012-10-02 12:37:48.319000+00:00,0,0
605903903,1872758613,0,2012-10-02 12:37:48.319000+00:00,0,0
605903903,1390707377,0,2012-10-02 12:37:48.319000+00:00,0,0
608310969,1532377761,0,2012-10-03 11:04:06.162000+00:00,1,0
608310969,2529072432,0,2012-10-03 11:04:26.773000+00:00,1,0
608310969,955398943,0,2012-10-03 11:04:00.067000+00:00,1,0
608310969,1044854627,0,2012-10-03 11:04:00.067000+00:00,0,0
608310969,3314895954,0,2012-10-03 11:04:00.067000+00:00,0,0
608310969,3565166403,0,2012-10-03 11:04:00.067000+00:00,0,0
608310969,1390707377,0,2012-10-03 11:04:00.067000+00:00,0,0
608310969,1600413013,0,2012-10-03 11:04:00.067000+00:00,0,0
608372256,2529072432,0,2012-10-02 03:15:06.313000+00:00,0,0
608372256,1390707377,0,2012-10-02 03:15:06.313000+00:00,0,0
608372256,1532377761,0,2012-10-02 03:15:06.313000+00:00,0,0
608372256,264366149,0,2012-10-02 03:15:06.313000+00:00,0,0
608372256,986099040,0,2012-10-02 03:15:06.313000+00:00,0,0
608372256,2763790767,0,2012-10-02 03:15:06.313000+00:00,1,0
609331956,1198319209,0,2012-11-28 14:59:47.495000+00:00,0,0
609331956,3538439402,0,2012-11-28 14:59:47.495000+00:00,1,0
609331956,119334177,0,2012-11-28 14:59:47.495000+00:00,0,0
609331956,2554360190,0,2012-11-28 14:59:47.495000+00:00,0,0
609331956,479081127,0,2012-11-28 14:59:47.495000+00:00,0,0
609331956,1218522841,0,2012-11-28 14:59:47.495000+00:00,0,0
609630180,328896398,0,2012-12-05 01:42:16.845000+00:00,1,0
609630180,4209597549,0,2012-12-05 01:42:16.845000+00:00,0,0
609630180,4141771222,0,2012-12-05 01:42:16.845000+00:00,0,0
609630180,2023524125,0,2012-12-05 01:42:16.845000+00:00,0,0
609630180,269461758,0,2012-12-05 01:42:16.845000+00:00,0,0
609630180,1043841273,0,2012-12-05 01:42:16.845000+00:00,0,0
610133863,2153037761,0,2012-10-27 13:19:01.698000+00:00,1,0
610133863,3982727529,0,2012-10-27 13:18:55.162000+00:00,1,0
610133863,1603139322,0,2012-10-27 13:18:55.162000+00:00,0,0
610133863,1389000601,0,2012-10-27 13:18:55.162000+00:00,0,0
610133863,3279292658,0,2012-10-27 13:18:55.162000+00:00,0,0
610133863,1106814241,0,2012-10-27 13:18:55.162000+00:00,0,0
610133863,984064210,0,2012-10-27 13:18:55.162000+00:00,0,0
610133863,2793371951,0,2012-10-27 13:19:11.978000+00:00,1,0
610133863,3713495962,0,2012-10-27 13:19:14.936000+00:00,1,0
612098420,2097449752,0,2012-07-31 07:29:12.675000+00:00,1,0
612098420,1491291821,0,2012-07-31 07:29:12.675000+00:00,0,0
612098420,614606641,0,2012-07-31 07:29:12.675000+00:00,0,0
612098420,1600849184,0,2012-07-31 07:29:12.675000+00:00,0,0
612098420,3036332464,0,2012-07-31 07:29:12.675000+00:00,0,0
612098420,785175041,0,2012-07-31 07:29:12.675000+00:00,0,0
613604753,196335814,0,2012-10-26 14:58:24.600000+00:00,1,0
613604753,2325542576,0,2012-10-26 14:58:24.600000+00:00,0,0
613604753,2415873572,0,2012-10-26 14:58:24.600000+00:00,0,0
613604753,1594153489,0,2012-10-26 14:58:24.600000+00:00,0,0
613604753,2401458775,0,2012-10-26 14:58:24.600000+00:00,0,0
613604753,3565280227,0,2012-10-26 14:58:24.600000+00:00,0,0
613747359,3376203612,0,2012-10-27 07:21:51.139000+00:00,0,0
613747359,2534753543,0,2012-10-27 07:21:51.139000+00:00,0,0
613747359,1332759137,0,2012-10-27 07:21:51.139000+00:00,1,0
613747359,2490603461,0,2012-10-27 07:21:51.139000+00:00,0,0
613747359,2425916002,0,2012-10-27 07:21:51.139000+00:00,0,0
613747359,97217712,0,2012-10-27 07:21:51.139000+00:00,0,0
613747359,741936389,0,2012-10-27 07:22:26.010000+00:00,1,0
614599699,383607907,0,2012-10-28 05:18:43.901000+00:00,1,0
614599699,4203627753,0,2012-10-28 05:18:26.708000+00:00,1,0
614599699,110357109,0,2012-10-28 05:18:26.708000+00:00,0,0
614599699,2428145712,0,2012-10-28 05:18:26.708000+00:00,0,0
614599699,899234866,0,2012-10-28 05:18:26.708000+00:00,0,0
616227847,144997822,0,2012-10-28 06:24:39.103000+00:00,0,0
616227847,939291841,0,2012-10-28 06:24:39.103000+00:00,0,0
616227847,3871984634,0,2012-10-28 06:24:39.103000+00:00,0,0
616227847,4140981574,0,2012-10-28 06:24:39.103000+00:00,0,0
616227847,2828969498,0,2012-10-28 06:24:55.378000+00:00,0,1
616227847,1418616930,0,2012-10-28 06:24:39.103000+00:00,0,0
616227847,4198399270,0,2012-10-29 11:37:22.792000+00:00,1,0
616227847,1693226702,0,2012-10-29 11:37:22.792000+00:00,0,0
616227847,4140981574,0,2012-10-29 11:37:22.792000+00:00,0,0
616227847,3871984634,0,2012-10-29 11:37:22.792000+00:00,0,0
616227847,1900273727,0,2012-10-28 06:24:39.103000+00:00,1,0
616227847,3098644886,0,2012-10-29 11:37:22.792000+00:00,0,0
616227847,3779243813,0,2012-10-29 11:37:22.792000+00:00,0,0
618927177,2108032196,0,2012-10-02 15:43:13.202000+00:00,0,0
618927177,1976211898,0,2012-10-02 15:43:13.202000+00:00,0,0
618927177,1332882278,0,2012-10-02 15:43:13.202000+00:00,0,0
618927177,1640004842,0,2012-10-02 15:43:13.202000+00:00,1,0
618927177,3538983527,0,2012-10-02 15:44:13.244000+00:00,1,0
618927177,1698790428,0,2012-10-02 15:43:13.202000+00:00,0,0
618927177,940258698,0,2012-10-02 15:43:13.202000+00:00,0,0
618927177,2749997868,0,2012-10-02 15:44:16.777000+00:00,1,0
620032149,3860040039,0,2012-11-09 01:11:36.859000+00:00,1,0
620032149,872036582,0,2012-11-09 01:11:45.498000+00:00,1,0
620032149,601021924,0,2012-11-09 01:11:29.128000+00:00,0,0
620032149,2255036161,0,2012-11-09 01:11:29.128000+00:00,0,0
620032149,1512828747,0,2012-11-09 01:11:29.128000+00:00,0,0
620032149,2259070037,0,2012-11-09 01:11:29.128000+00:00,1,0
620032149,3259367353,0,2012-11-09 01:11:29.128000+00:00,0,0
627948360,2355400133,0,2012-10-10 08:57:03.729000+00:00,0,0
627948360,955398943,0,2012-10-10 08:57:03.729000+00:00,1,0
627948360,2529072432,0,2012-10-10 08:57:03.729000+00:00,0,0
